,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
1012,Durham,0.5,0.012,0.21,0.049,0.306027727,0.296953227,0.313376147,0.314360941
1013,Durham,0.5,0.012,0.11,0.049,0.493920016,0.496296173,0.532378362,0.541367747
1014,Durham,0.5,0.012,0.17,0.049,0.354658598,0.348547777,0.370058962,0.373115522
1015,Durham,0.5,0.012,0.07,0.049,0.719391184,0.735508247,0.795181654,0.813776606
1016,Durham,0.5,0.012,0.27,0.049,0.260098688,0.24822519,0.259842554,0.258870695
1017,Durham,0.5,0.012,0.23,0.049,0.288055476,0.277885711,0.292428192,0.292647336
1018,Durham,0.5,0.012,0.13,0.049,0.433216288,0.431892985,0.461623703,0.46802698
1019,Durham,0.5,0.012,0.33,0.049,0.230871233,0.217216586,0.225775894,0.223558909
1020,Durham,0.5,0.012,0.19,0.049,0.327783632,0.320034985,0.338734232,0.340645867
1021,Durham,0.5,0.014,0.03,0.049,1.564769463,1.667402673,1.799818363,1.843469683
1022,Durham,0.5,0.012,0.29,0.049,0.249012397,0.236463288,0.246920696,0.245476546
1023,Durham,0.5,0.012,0.25,0.049,0.272958802,0.261869019,0.274831935,0.274407936
1024,Durham,0.5,0.012,0.35,0.049,0.223355626,0.209242976,0.217015932,0.214478775
1025,Durham,0.5,0.014,0.09,0.049,0.588618827,0.609343123,0.649381145,0.658324842
1026,Durham,0.5,0.014,0.05,0.049,0.979078996,1.032566832,1.109555903,1.132382638
1027,Durham,0.5,0.012,0.31,0.049,0.23935661,0.226219067,0.235666194,0.233810696
1028,Durham,0.5,0.014,0.01,0.049,4.493222225,4.841582436,5.251131315,5.398905609
1029,Durham,0.5,0.014,0.15,0.049,0.393388955,0.397731547,0.41929409,0.421296296
1030,Durham,0.5,0.014,0.07,0.049,0.728068857,0.760494408,0.813729226,0.827631147
1031,Durham,0.5,0.014,0.11,0.049,0.499877937,0.513155992,0.544796061,0.55058453
1032,Durham,0.5,0.014,0.21,0.049,0.309719193,0.30704111,0.32068563,0.319712934
1033,Durham,0.5,0.014,0.27,0.049,0.263236135,0.256657719,0.265903368,0.263277967
1034,Durham,0.5,0.014,0.17,0.049,0.358936675,0.360388393,0.378690568,0.379467811
1035,Durham,0.5,0.014,0.13,0.049,0.43844197,0.446564945,0.472391053,0.475995137
1036,Durham,0.5,0.014,0.23,0.049,0.291530152,0.287325846,0.299249065,0.297629656
1037,Durham,0.5,0.014,0.33,0.049,0.233656123,0.224595713,0.231042106,0.227364998
1038,Durham,0.5,0.014,0.29,0.049,0.252016115,0.244496249,0.252680108,0.249655782
1039,Durham,0.5,0.014,0.19,0.049,0.331737529,0.330906985,0.346635191,0.346445361
1040,Durham,0.5,0.016,0.03,0.049,1.583874992,1.71177179,1.832429879,1.86773156
1041,Durham,0.5,0.016,0.09,0.049,0.595805747,0.625557572,0.661147501,0.666989046
1042,Durham,0.5,0.014,0.25,0.049,0.276251374,0.270765046,0.281242376,0.27907973
1043,Durham,0.5,0.014,0.35,0.049,0.226049858,0.216351229,0.222077818,0.218130275
1044,Durham,0.5,0.014,0.31,0.049,0.242243854,0.23390402,0.241163097,0.237791321
1045,Durham,0.5,0.016,0.15,0.049,0.398192158,0.408315072,0.426891421,0.42684097
1046,Durham,0.5,0.016,0.05,0.049,0.991033359,1.060043145,1.12966032,1.147285909
1047,Durham,0.5,0.016,0.11,0.049,0.505981349,0.526810929,0.554667404,0.557830765
1048,Durham,0.5,0.016,0.01,0.049,4.548083588,4.970415585,5.346278333,5.469960527
1049,Durham,0.5,0.016,0.21,0.049,0.313500804,0.315211387,0.326496241,0.323920671
1050,Durham,0.5,0.016,0.07,0.049,0.736958435,0.78073095,0.82847346,0.838523589
